match_id,data_video,titolo_video,url_video,par_totale,posizione,giocatore,punteggio_totale,diff_par,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18
34,2026-04-08,Questa volta abbiamo fatto DAVVERO ARRABBIARE il Rohnnino...,https://youtu.be/1SoHXNKL530,53,1,Delux,53,0,1,1,2,4,2,1,1,3,3,4,1,2,5,4,3,4,7,5
34,2026-04-08,Questa volta abbiamo fatto DAVVERO ARRABBIARE il Rohnnino...,https://youtu.be/1SoHXNKL530,53,2,GaBBo,57,4,1,1,1,2,3,1,4,6,3,3,3,1,5,7,6,2,4,4
34,2026-04-08,Questa volta abbiamo fatto DAVVERO ARRABBIARE il Rohnnino...,https://youtu.be/1SoHXNKL530,53,3,nonsonodread,59,6,2,2,2,7,3,3,1,3,4,2,2,2,3,3,4,8,3,5
34,2026-04-08,Questa volta abbiamo fatto DAVVERO ARRABBIARE il Rohnnino...,https://youtu.be/1SoHXNKL530,53,4,Just Rohn,65,12,1,1,3,5,3,2,3,3,3,3,2,4,9,5,3,7,5,3
35,2026-04-10,SDROGO GOLFATINA CON I RE DELLE PALLE,https://youtu.be/sXtQUINYS8Y,58,1,nonsonodread,61,3,1,1,3,3,2,2,3,5,8,5,1,5,1,4,3,4,4,6
35,2026-04-10,SDROGO GOLFATINA CON I RE DELLE PALLE,https://youtu.be/sXtQUINYS8Y,58,2,Just Rohn,72,14,2,3,4,6,3,4,4,4,3,3,4,4,2,6,5,5,4,6
35,2026-04-10,SDROGO GOLFATINA CON I RE DELLE PALLE,https://youtu.be/sXtQUINYS8Y,58,3,Delux,77,19,3,3,4,3,2,2,3,5,3,4,4,4,5,6,2,14,6,4
35,2026-04-10,SDROGO GOLFATINA CON I RE DELLE PALLE,https://youtu.be/sXtQUINYS8Y,58,4,GaBBo,82,24,3,3,6,6,3,2,7,4,4,4,2,5,2,5,7,7,4,8
36,2026-04-17,GOLFATINA FURIOSA!... nella MAPPA PIU' BELLA MAI GIOCATA!?,https://youtu.be/DtzjUGyzg0l,51,1,nonsonodread,77,26,1,1,3,3,9,5,3,4,3,2,8,4,3,1,5,3,5,14
36,2026-04-17,GOLFATINA FURIOSA!... nella MAPPA PIU' BELLA MAI GIOCATA!?,https://youtu.be/DtzjUGyzg0l,51,2,Delux,78,27,1,2,2,5,2,8,2,5,8,2,5,2,6,5,4,2,9,8
36,2026-04-17,GOLFATINA FURIOSA!... nella MAPPA PIU' BELLA MAI GIOCATA!?,https://youtu.be/DtzjUGyzg0l,51,3,Just Rohn,101,50,1,3,3,14,8,5,2,6,5,6,6,4,4,7,4,7,2,14
36,2026-04-17,GOLFATINA FURIOSA!... nella MAPPA PIU' BELLA MAI GIOCATA!?,https://youtu.be/DtzjUGyzg0l,51,4,GaBBo,102,51,2,4,2,6,5,4,3,4,4,10,8,4,5,6,6,7,14,8
37,2026-04-22,GOLFATINA MALEDETTA,https://youtu.be/K6XbosbFljg,39,1,Just Rohn,45,6,2,2,2,3,2,3,2,5,3,2,2,2,2,2,2,3,4,2
37,2026-04-22,GOLFATINA MALEDETTA,https://youtu.be/K6XbosbFljg,39,2,Delux,48,9,3,2,3,5,2,2,2,3,3,2,1,1,2,2,6,2,5,2
37,2026-04-22,GOLFATINA MALEDETTA,https://youtu.be/K6XbosbFljg,39,3,GaBBo,52,13,2,3,4,3,2,2,2,4,5,2,2,1,2,2,3,2,9,2
37,2026-04-22,GOLFATINA MALEDETTA,https://youtu.be/K6XbosbFljg,39,3,nonsonodread,52,13,3,3,2,2,2,2,3,2,4,4,1,6,2,3,4,2,5,2
38,2026-04-29,SDROGO GOLFATINA ma IO E ROHN abbiamo LITIGATO,https://youtu.be/ZKEYfCubz1k,54,1,Just Rohn,42,-12,2,2,1,2,2,4,1,2,2,3,2,3,3,4,4,1,2,2
38,2026-04-29,SDROGO GOLFATINA ma IO E ROHN abbiamo LITIGATO,https://youtu.be/ZKEYfCubz1k,54,2,nonsonodread,43,-11,4,3,1,3,2,6,2,2,2,3,1,2,4,2,1,1,2,2
38,2026-04-29,SDROGO GOLFATINA ma IO E ROHN abbiamo LITIGATO,https://youtu.be/ZKEYfCubz1k,54,2,Delux,43,-11,3,2,1,1,1,2,3,4,2,2,6,5,1,1,2,3,3,1
38,2026-04-29,SDROGO GOLFATINA ma IO E ROHN abbiamo LITIGATO,https://youtu.be/ZKEYfCubz1k,54,3,GaBBo,64,10,5,3,2,1,2,14,1,4,2,4,2,2,3,2,5,7,2,3
39,2026-05-01,GOLFATINA FINITA MALE...RAGEQUIT A META' PARTITA?!,https://youtu.be/uvZcJiAq51,53,1,Just Rohn,44,-9,3,2,3,4,1,4,3,1,4,2,2,2,2,2,4,1,1,3
39,2026-05-01,GOLFATINA FINITA MALE...RAGEQUIT A META' PARTITA?!,https://youtu.be/uvZcJiAq51,53,2,GaBBo,48,-5,3,1,2,5,3,3,4,2,3,3,1,2,4,2,2,2,1,5
39,2026-05-01,GOLFATINA FINITA MALE...RAGEQUIT A META' PARTITA?!,https://youtu.be/uvZcJiAq51,53,2,Delux,48,-5,4,2,2,5,6,2,1,2,3,3,3,1,4,2,2,1,1,4
39,2026-05-01,GOLFATINA FINITA MALE...RAGEQUIT A META' PARTITA?!,https://youtu.be/uvZcJiAq51,53,3,nonsonodread,52,-1,2,2,3,4,3,6,3,1,4,2,4,3,2,2,2,2,2,5
40,2026-05-07,L'ELENCO PIÚ BELLO MAI FATTO FINO AD ORA A MANI BASSE.,https://youtu.be/0E5bB60k9YI,59,1,Mollu,54,-5,8,5,5,2,1,2,2,1,4,3,1,2,6,3,3,3,2,1
40,2026-05-07,L'ELENCO PIÚ BELLO MAI FATTO FINO AD ORA A MANI BASSE.,https://youtu.be/0E5bB60k9YI,59,2,Just Rohn,57,-2,3,3,3,2,3,3,3,1,6,3,2,3,4,3,4,3,5,3
40,2026-05-07,L'ELENCO PIÚ BELLO MAI FATTO FINO AD ORA A MANI BASSE.,https://youtu.be/0E5bB60k9YI,59,3,nonsonodread,64,5,2,2,5,2,2,3,5,1,8,3,4,4,5,4,6,4,2,2
40,2026-05-07,L'ELENCO PIÚ BELLO MAI FATTO FINO AD ORA A MANI BASSE.,https://youtu.be/0E5bB60k9YI,59,4,Delux,65,6,2,2,7,5,1,3,3,1,8,3,2,7,4,5,4,3,3,2
40,2026-05-07,L'ELENCO PIÚ BELLO MAI FATTO FINO AD ORA A MANI BASSE.,https://youtu.be/0E5bB60k9YI,59,5,JTaz,98,39,3,5,4,2,17,5,3,1,7,5,3,5,17,5,7,3,4,2
41,2026-05-09,GOLFATINA MOLTO ARRABBIATA,https://youtu.be/a6lGtNxVAGM,68,1,Just Rohn,57,-11,4,2,3,2,2,3,3,2,3,3,4,4,2,4,4,3,4,5
41,2026-05-09,GOLFATINA MOLTO ARRABBIATA,https://youtu.be/a6lGtNxVAGM,68,2,nonsonodread,59,-9,4,2,2,3,2,4,4,3,2,5,4,4,3,2,4,3,4,4
41,2026-05-09,GOLFATINA MOLTO ARRABBIATA,https://youtu.be/a6lGtNxVAGM,68,3,Delux,66,-2,1,2,1,3,3,3,4,4,1,12,1,4,4,4,3,6,3,7
41,2026-05-09,GOLFATINA MOLTO ARRABBIATA,https://youtu.be/a6lGtNxVAGM,68,4,GaBBo,84,16,5,2,3,4,3,2,7,3,4,8,6,5,4,2,5,3,6,12
41,2026-05-09,GOLFATINA MOLTO ARRABBIATA,https://youtu.be/a6lGtNxVAGM,68,5,ilMasseo,98,30,4,2,2,3,3,3,5,12,8,12,12,4,11,4,3,3,6,11
42,2026-05-12,GOLFATINA OLIMPICA - UN RECORD IMPOSSIBILE DA BATTERE,https://youtu.be/2zdkusQJBbU,61,1,Delux,43,-18,2,5,1,8,3,4,4,2,1,2,1,1,1,3,1,2,1,1
42,2026-05-12,GOLFATINA OLIMPICA - UN RECORD IMPOSSIBILE DA BATTERE,https://youtu.be/2zdkusQJBbU,61,2,Just Rohn,49,-12,4,5,2,8,2,2,2,2,3,4,1,1,2,4,2,2,2,1
42,2026-05-12,GOLFATINA OLIMPICA - UN RECORD IMPOSSIBILE DA BATTERE,https://youtu.be/2zdkusQJBbU,61,3,JTaz,58,-3,6,2,2,6,6,3,4,3,6,3,2,1,3,2,4,3,1,1
42,2026-05-12,GOLFATINA OLIMPICA - UN RECORD IMPOSSIBILE DA BATTERE,https://youtu.be/2zdkusQJBbU,61,4,nonsonodread,62,1,5,5,1,14,2,2,3,3,4,4,1,2,3,3,3,1,2,4
43,2026-05-15,UNA MAPPA SDROGO PER UNA GOLFATINA SDROGO,https://youtu.be/54RjIkAC8g4,49,1,Mollu,44,-5,1,4,1,2,1,1,2,3,2,2,2,3,4,7,2,2,4,1
43,2026-05-15,UNA MAPPA SDROGO PER UNA GOLFATINA SDROGO,https://youtu.be/54RjIkAC8g4,49,2,GaBBo,54,5,2,3,4,2,1,3,2,3,3,3,2,3,6,4,3,4,2,4
43,2026-05-15,UNA MAPPA SDROGO PER UNA GOLFATINA SDROGO,https://youtu.be/54RjIkAC8g4,49,3,nonsonodread,55,6,1,2,3,2,1,4,3,2,3,2,2,9,2,6,3,3,4,3
43,2026-05-15,UNA MAPPA SDROGO PER UNA GOLFATINA SDROGO,https://youtu.be/54RjIkAC8g4,49,4,Just Rohn,58,9,1,1,3,10,2,3,3,3,4,2,3,2,5,5,2,3,3,3
43,2026-05-15,UNA MAPPA SDROGO PER UNA GOLFATINA SDROGO,https://youtu.be/54RjIkAC8g4,49,5,Delux,66,17,1,3,4,9,1,2,2,6,5,1,2,8,6,2,4,4,3,3
44,2026-05-26,GOLFATINA DI COMPLEANNO...MA MI TRATTANO TUTTI MALE,https://youtu.be/-NC4P43jSLs,53,1,Mollu,61,8,2,5,2,1,3,8,2,3,1,1,3,1,2,10,1,2,14,0
44,2026-05-26,GOLFATINA DI COMPLEANNO...MA MI TRATTANO TUTTI MALE,https://youtu.be/-NC4P43jSLs,53,2,Just Rohn,68,15,1,3,1,1,9,6,6,3,5,2,1,14,3,3,2,2,6,0
44,2026-05-26,GOLFATINA DI COMPLEANNO...MA MI TRATTANO TUTTI MALE,https://youtu.be/-NC4P43jSLs,53,3,nonsonodread,71,18,2,3,2,2,7,6,5,6,2,6,2,4,3,3,4,3,11,0
44,2026-05-26,GOLFATINA DI COMPLEANNO...MA MI TRATTANO TUTTI MALE,https://youtu.be/-NC4P43jSLs,53,4,ilMasseo,72,19,2,3,2,1,8,3,6,14,1,1,3,2,5,14,2,3,0,2
44,2026-05-26,GOLFATINA DI COMPLEANNO...MA MI TRATTANO TUTTI MALE,https://youtu.be/-NC4P43jSLs,53,5,JTaz,88,35,3,2,2,1,8,14,4,14,4,1,5,3,4,3,10,5,0,5
45,2026-06-05,SDROGO GOLFATINA ESPLOSIVA (letteralmente),https://youtu.be/YleYm6W8AU4,75,1,ilMasseo,71,-4,3,2,2,3,2,2,3,6,4,1,6,7,3,5,8,5,3,6
45,2026-06-05,SDROGO GOLFATINA ESPLOSIVA (letteralmente),https://youtu.be/YleYm6W8AU4,75,2,Just Rohn,74,-1,2,2,1,1,4,3,4,4,7,3,6,5,2,7,7,4,6,6
45,2026-06-05,SDROGO GOLFATINA ESPLOSIVA (letteralmente),https://youtu.be/YleYm6W8AU4,75,3,Delux,76,1,3,2,1,1,1,2,3,5,5,8,4,5,4,5,7,9,6,5
45,2026-06-05,SDROGO GOLFATINA ESPLOSIVA (letteralmente),https://youtu.be/YleYm6W8AU4,75,4,nonsonodread,80,5,2,4,1,1,4,3,4,6,6,1,6,6,3,8,7,3,8,7
45,2026-06-05,SDROGO GOLFATINA ESPLOSIVA (letteralmente),https://youtu.be/YleYm6W8AU4,75,5,GaBBo,93,18,3,3,2,1,7,5,4,7,8,3,4,5,4,6,8,3,14,6
46,2026-06-06,UNA CALDA GOLFATINA...CHE SAPPIAMO GIA' COME ANDRA' A FINIRE,https://youtu.be/la960Us8FWQ,50,1,Mollu,39,-11,2,1,2,2,1,3,1,1,2,3,3,1,1,2,2,1,3,8
46,2026-06-06,UNA CALDA GOLFATINA...CHE SAPPIAMO GIA' COME ANDRA' A FINIRE,https://youtu.be/la960Us8FWQ,50,2,Delux,43,-7,3,1,2,2,2,2,2,2,2,4,2,2,4,2,3,3,1,4
46,2026-06-06,UNA CALDA GOLFATINA...CHE SAPPIAMO GIA' COME ANDRA' A FINIRE,https://youtu.be/la960Us8FWQ,50,3,Just Rohn,44,-6,1,1,2,2,3,2,2,2,1,3,4,1,3,5,2,1,4,5
46,2026-06-06,UNA CALDA GOLFATINA...CHE SAPPIAMO GIA' COME ANDRA' A FINIRE,https://youtu.be/la960Us8FWQ,50,4,GaBBo,51,1,3,2,2,1,1,2,2,3,3,2,3,2,3,3,3,3,3,10
46,2026-06-06,UNA CALDA GOLFATINA...CHE SAPPIAMO GIA' COME ANDRA' A FINIRE,https://youtu.be/la960Us8FWQ,50,5,nonsonodread,54,4,3,2,1,3,1,2,2,4,3,4,4,2,1,3,4,2,5,8
47,2026-06-08,GOLFATINA SBUDELLANTE,https://youtu.be/x9M1RfIGCE4,49,1,Just Rohn,74,25,1,1,3,5,4,10,1,4,3,14,1,1,1,2,2,6,8,4
47,2026-06-08,GOLFATINA SBUDELLANTE,https://youtu.be/x9M1RfIGCE4,49,2,nonsonodread,82,33,3,5,11,5,11,1,2,4,2,4,11,6,3,3,2,1,7,2
47,2026-06-08,GOLFATINA SBUDELLANTE,https://youtu.be/x9M1RfIGCE4,49,3,Delux,101,52,8,6,14,4,14,1,2,3,9,1,9,6,6,14,1,1,1,2
47,2026-06-08,GOLFATINA SBUDELLANTE,https://youtu.be/x9M1RfIGCE4,49,4,ilMasseo,102,53,12,2,8,8,14,5,1,8,14,4,2,5,2,3,2,4,3,5
47,2026-06-08,GOLFATINA SBUDELLANTE,https://youtu.be/x9M1RfIGCE4,49,5,GaBBo,116,67,14,3,11,5,14,1,1,1,14,6,4,7,5,10,14,3,2,1
48,2026-06-10,GOLFATINA ESTIVA PER DIVERTIRCI FRA AMICI,https://youtu.be/XWkrat_kXCw,74,1,nonsonodread,53,-21,4,2,1,3,1,6,3,4,3,3,3,2,1,6,3,2,1,5
48,2026-06-10,GOLFATINA ESTIVA PER DIVERTIRCI FRA AMICI,https://youtu.be/XWkrat_kXCw,74,2,Delux,58,-16,1,2,6,3,2,3,4,3,4,5,6,3,1,4,2,4,1,4
48,2026-06-10,GOLFATINA ESTIVA PER DIVERTIRCI FRA AMICI,https://youtu.be/XWkrat_kXCw,74,3,Mollu,62,-12,3,2,2,4,4,2,3,3,4,2,6,2,1,8,6,3,1,6
48,2026-06-10,GOLFATINA ESTIVA PER DIVERTIRCI FRA AMICI,https://youtu.be/XWkrat_kXCw,74,4,Just Rohn,66,-8,3,2,5,4,5,3,5,3,3,1,3,2,1,3,3,3,13,4
48,2026-06-10,GOLFATINA ESTIVA PER DIVERTIRCI FRA AMICI,https://youtu.be/XWkrat_kXCw,74,5,GaBBo,67,-7,3,3,11,6,5,2,5,4,3,2,4,3,1,2,5,4,1,3
49,2026-06-11,QUESTA É LA GOLFATINA RISTORATIVA.,https://youtu.be/Hu7tK5NXzrU,56,1,Just Rohn,44,-12,2,3,3,8,3,4,1,3,1,4,2,4,2,1,2,1,1,1
49,2026-06-11,QUESTA É LA GOLFATINA RISTORATIVA.,https://youtu.be/Hu7tK5NXzrU,56,2,GaBBo,45,-11,4,2,1,5,5,3,1,2,3,5,2,6,1,3,1,1,1,1
49,2026-06-11,QUESTA É LA GOLFATINA RISTORATIVA.,https://youtu.be/Hu7tK5NXzrU,56,3,Delux,50,-6,4,8,1,4,4,3,1,3,2,3,2,9,3,1,1,1,1,1
49,2026-06-11,QUESTA É LA GOLFATINA RISTORATIVA.,https://youtu.be/Hu7tK5NXzrU,56,4,nonsonodread,54,-2,2,2,1,2,4,4,2,5,16,3,3,4,2,1,2,1,1,1
49,2026-06-11,QUESTA É LA GOLFATINA RISTORATIVA.,https://youtu.be/Hu7tK5NXzrU,56,5,Mollu,56,0,2,2,1,4,6,3,7,3,4,5,3,9,2,3,1,1,1,1
50,2026-06-12,UNA FRESCA GOLFATINA TRA LE CASCATE,https://youtu.be/Msk6dgjsLLc,51,1,Just Rohn,38,-13,3,2,2,2,3,2,2,1,1,2,2,1,2,3,1,4,2,3
50,2026-06-12,UNA FRESCA GOLFATINA TRA LE CASCATE,https://youtu.be/Msk6dgjsLLc,51,2,GaBBo,46,-5,4,2,2,2,6,2,1,5,2,2,3,2,1,1,5,2,2,2
50,2026-06-12,UNA FRESCA GOLFATINA TRA LE CASCATE,https://youtu.be/Msk6dgjsLLc,51,3,nonsonodread,53,2,3,4,3,2,4,2,2,14,1,5,2,2,1,2,1,2,2,1
51,2026-06-19,UNA GOLFATINA NEI CIELI...PASSATA A INSULTARE CHI CI ABITA,https://youtu.be/SjL8fdo25HY,57,1,Just Rohn,93,36,4,2,4,4,3,2,5,6,7,4,7,4,1,8,7,10,10,5
51,2026-06-19,UNA GOLFATINA NEI CIELI...PASSATA A INSULTARE CHI CI ABITA,https://youtu.be/SjL8fdo25HY,57,2,Delux,107,50,9,2,6,4,5,1,4,8,5,3,9,3,1,14,14,8,9,2
51,2026-06-19,UNA GOLFATINA NEI CIELI...PASSATA A INSULTARE CHI CI ABITA,https://youtu.be/SjL8fdo25HY,57,3,nonsonodread,109,52,9,1,4,6,7,1,7,6,9,3,6,7,3,9,9,8,9,5
51,2026-06-19,UNA GOLFATINA NEI CIELI...PASSATA A INSULTARE CHI CI ABITA,https://youtu.be/SjL8fdo25HY,57,4,ilMasseo,132,75,5,2,5,14,7,2,3,10,14,5,6,3,4,5,14,11,11,11
51,2026-06-19,UNA GOLFATINA NEI CIELI...PASSATA A INSULTARE CHI CI ABITA,https://youtu.be/SjL8fdo25HY,57,5,GaBBo,145,88,8,1,9,14,10,2,5,7,9,10,5,3,5,14,10,9,10,14
52,2026-06-20,GOLFATINA DELIZIOSA,https://youtu.be/VOkBVCSZfPU,69,1,Just Rohn,68,-1,1,2,1,2,4,1,6,3,7,5,5,4,2,7,2,5,6,5
52,2026-06-20,GOLFATINA DELIZIOSA,https://youtu.be/VOkBVCSZfPU,69,2,Mollu,70,1,2,1,1,2,5,1,6,5,6,4,5,6,2,6,2,4,5,7
52,2026-06-20,GOLFATINA DELIZIOSA,https://youtu.be/VOkBVCSZfPU,69,3,nonsonodread,72,3,2,3,1,4,4,1,5,4,5,3,6,6,2,3,3,5,9,6
52,2026-06-20,GOLFATINA DELIZIOSA,https://youtu.be/VOkBVCSZfPU,69,4,Delux,83,14,1,2,2,7,4,2,5,3,5,6,7,5,2,5,2,6,6,13
52,2026-06-20,GOLFATINA DELIZIOSA,https://youtu.be/VOkBVCSZfPU,69,5,GaBBo,86,17,2,1,3,4,3,1,5,6,6,3,6,5,11,5,2,7,6,10
53,2026-06-21,SDROGO GOLFATINA ma IO CREDO NEL PROGETTO GABBINESS,https://youtu.be/PhqKCnbBATg,63,1,nonsonodread,59,-4,2,2,2,6,4,5,5,2,5,4,3,5,2,1,3,3,3,2
53,2026-06-21,SDROGO GOLFATINA ma IO CREDO NEL PROGETTO GABBINESS,https://youtu.be/PhqKCnbBATg,63,1,Just Rohn,59,-4,2,3,2,6,3,5,5,3,5,4,3,5,2,2,2,3,2,2
53,2026-06-21,SDROGO GOLFATINA ma IO CREDO NEL PROGETTO GABBINESS,https://youtu.be/PhqKCnbBATg,63,1,ilMasseo,59,-4,2,4,3,5,3,5,4,2,4,6,3,7,2,1,2,2,2,2
53,2026-06-21,SDROGO GOLFATINA ma IO CREDO NEL PROGETTO GABBINESS,https://youtu.be/PhqKCnbBATg,63,2,GaBBo,64,1,3,5,2,8,3,5,4,1,3,5,4,7,3,1,2,3,3,2
53,2026-06-21,SDROGO GOLFATINA ma IO CREDO NEL PROGETTO GABBINESS,https://youtu.be/PhqKCnbBATg,63,3,Delux,68,5,2,3,2,6,4,4,6,2,5,5,3,9,5,1,2,3,4,2
54,2026-06-22,UNA GOLFATINA ZUCCHERATA,https://youtu.be/GAJyP4Qc5Es,74,1,GaBBo,59,-15,2,2,3,2,4,3,3,4,1,2,2,6,3,5,3,3,3,8
54,2026-06-22,UNA GOLFATINA ZUCCHERATA,https://youtu.be/GAJyP4Qc5Es,74,2,nonsonodread,61,-13,2,2,2,5,8,4,3,3,1,2,3,6,3,2,4,2,4,5
54,2026-06-22,UNA GOLFATINA ZUCCHERATA,https://youtu.be/GAJyP4Qc5Es,74,3,Just Rohn,63,-11,2,1,4,6,3,3,4,2,1,3,4,1,6,3,4,4,4,8
54,2026-06-22,UNA GOLFATINA ZUCCHERATA,https://youtu.be/GAJyP4Qc5Es,74,3,Delux,63,-11,2,4,2,3,4,6,2,4,1,3,2,5,2,2,6,4,7,4
54,2026-06-22,UNA GOLFATINA ZUCCHERATA,https://youtu.be/GAJyP4Qc5Es,74,4,ilMasseo,64,-10,3,2,3,3,2,4,4,3,1,2,3,5,4,6,2,5,4,8
55,2026-06-27,UNA GOLFATINA VERAMENTE POCO BLASFEMA.,https://youtu.be/drFF-_eNNJE,60,1,nonsonodread,98,38,1,1,3,3,2,9,11,5,4,3,4,2,5,11,5,7,6,16
55,2026-06-27,UNA GOLFATINA VERAMENTE POCO BLASFEMA.,https://youtu.be/drFF-_eNNJE,60,2,Delux,99,39,1,1,5,5,2,6,6,2,16,9,5,2,5,5,2,9,2,16
55,2026-06-27,UNA GOLFATINA VERAMENTE POCO BLASFEMA.,https://youtu.be/drFF-_eNNJE,60,3,Just Rohn,109,49,2,2,9,2,3,7,6,4,5,11,16,5,3,6,5,5,2,16
55,2026-06-27,UNA GOLFATINA VERAMENTE POCO BLASFEMA.,https://youtu.be/drFF-_eNNJE,60,4,GaBBo,126,66,1,6,1,7,4,7,8,2,16,5,4,5,6,16,8,10,4,16
55,2026-06-27,UNA GOLFATINA VERAMENTE POCO BLASFEMA.,https://youtu.be/drFF-_eNNJE,60,5,ilMasseo,140,80,2,8,3,16,2,6,7,4,8,13,8,4,6,8,11,8,10,16
56,2026-07-03,GOLFATINA NEL CASTELLO! LA MAPPA PIU' BELLA DI SEMPRE?!,https://youtu.be/CS8kqLYXJZo,59,1,Delux,35,-24,2,1,4,1,1,1,2,2,2,2,2,5,3,1,2,2,1,1
56,2026-07-03,GOLFATINA NEL CASTELLO! LA MAPPA PIU' BELLA DI SEMPRE?!,https://youtu.be/CS8kqLYXJZo,59,2,ilMasseo,48,-11,4,2,4,2,1,1,4,4,3,2,4,2,4,2,2,1,2,4
56,2026-07-03,GOLFATINA NEL CASTELLO! LA MAPPA PIU' BELLA DI SEMPRE?!,https://youtu.be/CS8kqLYXJZo,59,3,Just Rohn,54,-5,3,3,3,2,1,1,1,6,3,2,3,5,4,3,3,5,2,4
56,2026-07-03,GOLFATINA NEL CASTELLO! LA MAPPA PIU' BELLA DI SEMPRE?!,https://youtu.be/CS8kqLYXJZo,59,4,nonsonodread,58,-1,2,2,14,1,4,2,2,2,2,2,1,2,5,2,1,4,3,7
56,2026-07-03,GOLFATINA NEL CASTELLO! LA MAPPA PIU' BELLA DI SEMPRE?!,https://youtu.be/CS8kqLYXJZo,59,5,GaBBo,63,4,2,4,3,2,3,1,4,3,2,2,2,7,3,3,3,2,3,14
57,2026-07-05,SDROGO GOLFATINA CON DUE PAZZI SCATENATI,https://youtu.be/pehCX9kJwbl,71,1,nonsonodread,53,-18,2,3,2,4,3,3,2,2,2,4,1,3,2,2,4,4,5,5
57,2026-07-05,SDROGO GOLFATINA CON DUE PAZZI SCATENATI,https://youtu.be/pehCX9kJwbl,71,2,nbayungchape,62,-9,3,5,2,2,3,2,3,2,4,1,4,6,4,6,4,3,4,4
57,2026-07-05,SDROGO GOLFATINA CON DUE PAZZI SCATENATI,https://youtu.be/pehCX9kJwbl,71,2,GaBBo,62,-9,2,4,2,2,2,3,3,5,2,3,3,5,4,7,4,4,4,3
57,2026-07-05,SDROGO GOLFATINA CON DUE PAZZI SCATENATI,https://youtu.be/pehCX9kJwbl,71,3,Delux,71,0,1,5,2,2,4,2,1,2,2,3,6,8,4,10,5,6,4,4
57,2026-07-05,SDROGO GOLFATINA CON DUE PAZZI SCATENATI,https://youtu.be/pehCX9kJwbl,71,4,Fava,98,27,3,4,3,2,3,3,2,6,14,2,5,8,2,14,7,4,6,10
58,2026-07-07,UNA GOLFATINA CON LE COLLISIONI PER CHI NON SI OFFENDE.,https://youtu.be/As94bosHv14,54,1,nonsonodread,64,10,4,2,1,7,5,3,1,3,3,3,1,3,4,3,2,7,10,2
58,2026-07-07,UNA GOLFATINA CON LE COLLISIONI PER CHI NON SI OFFENDE.,https://youtu.be/As94bosHv14,54,2,JTaz,69,15,4,1,3,6,4,4,1,3,3,5,5,4,3,3,3,7,9,1
58,2026-07-07,UNA GOLFATINA CON LE COLLISIONI PER CHI NON SI OFFENDE.,https://youtu.be/As94bosHv14,54,3,Delux,99,45,2,12,1,5,4,7,4,6,5,9,3,3,3,5,4,9,16,1
58,2026-07-07,UNA GOLFATINA CON LE COLLISIONI PER CHI NON SI OFFENDE.,https://youtu.be/As94bosHv14,54,4,GaBBo,122,68,11,2,2,7,6,6,5,11,8,10,4,6,7,6,7,8,15,1
59,2026-07-11,LA GOLFATINA PIÙ DIFFICILE DI SEMPRE,https://youtu.be/hJpkPpCW4xl,68,1,nonsonodread,97,29,2,3,4,5,10,8,4,2,1,3,4,5,6,8,16,10,6,0
59,2026-07-11,LA GOLFATINA PIÙ DIFFICILE DI SEMPRE,https://youtu.be/hJpkPpCW4xl,68,2,Just Rohn,99,31,2,3,4,7,11,6,4,1,1,3,5,5,12,4,16,10,0,5
59,2026-07-11,LA GOLFATINA PIÙ DIFFICILE DI SEMPRE,https://youtu.be/hJpkPpCW4xl,68,3,Delux,112,44,1,3,7,3,5,9,5,2,2,2,5,11,8,6,16,11,16,0
59,2026-07-11,LA GOLFATINA PIÙ DIFFICILE DI SEMPRE,https://youtu.be/hJpkPpCW4xl,68,4,ilMasseo,115,47,2,3,4,4,13,5,4,3,1,3,10,4,6,16,8,16,13,0
59,2026-07-11,LA GOLFATINA PIÙ DIFFICILE DI SEMPRE,https://youtu.be/hJpkPpCW4xl,68,5,JTaz,122,54,3,9,5,5,10,5,5,1,1,5,5,5,4,16,16,16,0,11
